Symbol,Industry,Sector
AFBI,Banks - Regional,Financials
QSEA,Shell Companies,Financials
RCEL,Medical Devices,Healthcare
BATL,Oil & Gas Exploration & Production,Energy
GLED,Shell Companies,Financials
HYNE,Banks - Regional,Financials
ZENA,Software - Infrastructure,Technology
BDTX,Biotechnology,Healthcare
SHIM,Engineering & Construction,Industrials
CHAR,Shell Companies,Financials
PGAC,Shell Companies,Financials
QUMS,Shell Companies,Financials
AOUT,Leisure,Consumer Discretionary
IMDX,Diagnostics & Research,Healthcare
RVSB,Banks - Regional,Financials
GHI,Mortgage Finance,Financials
GOAI,Software - Infrastructure,Technology
MGYR,Banks - Regional,Financials
SRL,Capital Markets,Financials
LCUT,"Furnishings, Fixtures & Appliances",Consumer Discretionary
MGRT,Information Technology Services,Technology
INO,Biotechnology,Healthcare
CHPT,Specialty Retail,Consumer Discretionary
KVAC,Shell Companies,Financials
SFBC,Banks - Regional,Financials
COE,Education & Training Services,Consumer Staples
DLTH,Apparel Retail,Consumer Discretionary
ODYS,Scientific & Technical Instruments,Technology
ACOG,Biotechnology,Healthcare
DHX,Software - Application,Technology
FGMC,Shell Companies,Financials
GNLX,Biotechnology,Healthcare
THRY,Software - Application,Technology
ONL,REIT - Office,Real Estate
LPA,Real Estate - Development,Real Estate
NCI,Apparel Manufacturing,Consumer Discretionary
FURY,Other Industrial Metals & Mining,Materials
AREN,Internet Content & Information,Communication Services
ARQ,Pollution & Treatment Controls,Industrials
ATLX,Other Industrial Metals & Mining,Materials
EP,Oil & Gas Exploration & Production,Energy
HYPR,Medical Devices,Healthcare
CHSN,Restaurants,Consumer Discretionary
FORR,Consulting Services,Industrials
CRMT,Auto & Truck Dealerships,Consumer Discretionary
SUNS,REIT - Mortgage,Real Estate
AKA,Apparel Retail,Consumer Discretionary
TTEC,Information Technology Services,Technology
MB,Restaurants,Consumer Discretionary
UNB,Banks - Regional,Financials
SCOR,Software - Application,Technology
BOOM,Conglomerates,Industrials
ALDX,Biotechnology,Healthcare
DFDV,Asset Management,Financials
ULBI,Electrical Equipment & Parts,Industrials
QTTB,Biotechnology,Healthcare
CRDF,Biotechnology,Healthcare
MAPS,Software - Application,Technology
GPRO,Consumer Electronics,Technology
REKR,Software - Infrastructure,Technology
SLQT,Insurance Brokers,Financials
MX,Semiconductors,Technology
ISPR,Tobacco,Consumer Staples
BSBK,Banks - Regional,Financials
IDN,Software - Application,Technology
BAER,Security & Protection Services,Industrials
CHPG,Shell Companies,Financials
SKIN,Household & Personal Products,Consumer Staples
FMAC,Shell Companies,Financials
RFAM,Shell Companies,Financials
CLAR,Leisure,Consumer Discretionary
KULR,Electronic Components,Technology
TRAD,Shell Companies,Financials
PROV,Banks - Regional,Financials
JFB,Real Estate - Development,Real Estate
TTRX,Biotechnology,Healthcare
HSDT,Asset Management,Financials
DWSN,Oil & Gas Equipment & Services,Energy
MED,Personal Services,Consumer Discretionary
RPID,Medical Devices,Healthcare
MMLP,Oil & Gas Midstream,Energy
TBI,Staffing & Employment Services,Industrials
NOEM,Shell Companies,Financials
RPT,REIT - Mortgage,Real Estate
RANI,Biotechnology,Healthcare
LICN,Specialty Business Services,Industrials
KEQU,"Furnishings, Fixtures & Appliances",Consumer Discretionary
DMRC,Software - Application,Technology
VIRC,"Furnishings, Fixtures & Appliances",Consumer Discretionary
JELD,Building Products & Equipment,Industrials
SPKL,Shell Companies,Financials
BHST,Packaged Foods,Consumer Staples
MRCC,Asset Management,Financials
FLNT,Advertising Agencies,Communication Services
BMEA,Biotechnology,Healthcare
HURC,Specialty Industrial Machinery,Industrials
SEV,Auto Manufacturers,Consumer Discretionary
CHMI,REIT - Mortgage,Real Estate
UBCP,Banks - Regional,Financials
TWG,Food Distribution,Consumer Staples
COHN,Capital Markets,Financials
LGO,Other Industrial Metals & Mining,Materials
BARK,Specialty Retail,Consumer Discretionary
DGNX,Consulting Services,Industrials
SEER,Biotechnology,Healthcare
BOTJ,Banks - Regional,Financials
BEEP,Infrastructure Operations,Industrials
SUIG,Credit Services,Financials
COYA,Biotechnology,Healthcare
HURA,Biotechnology,Healthcare
CMTL,Communication Equipment,Technology
MRDN,Other,-
HFFG,Food Distribution,Consumer Staples
LCCC,Shell Companies,Financials
OPXS,Aerospace & Defense,Industrials
RFAI,Shell Companies,Financials
SAFX,Utilities - Renewable,Utilities
AEC,Uranium,Energy
ONCY,Biotechnology,Healthcare
SSBI,Banks - Regional,Financials
TOUR,Travel Services,Consumer Discretionary
BCIC,Asset Management,Financials
VRA,Footwear & Accessories,Consumer Discretionary
MERC,Paper & Paper Products,Materials
STIM,Medical Devices,Healthcare
SLNG,Oil & Gas Integrated,Energy
STHO,Real Estate Services,Real Estate
MMTX,Shell Companies,Financials
LUD,Steel,Materials
INVE,Building Products & Equipment,Industrials
DIT,Food Distribution,Consumer Staples
AMWL,Health Information Services,Healthcare
IH,Education & Training Services,Consumer Staples
CRGO,Integrated Freight & Logistics,Industrials
LSBK,Banks - Regional,Financials
FUSB,Banks - Regional,Financials
SPRB,Biotechnology,Healthcare
BGM,Drug Manufacturers - Specialty & Generic,Healthcare
MCRB,Biotechnology,Healthcare
BRCC,Packaged Foods,Consumer Staples
YXT,Software - Application,Technology
SMJF,Construction,Industrials
MCRP,Computer Hardware,Technology
FBIO,Biotechnology,Healthcare
ANIX,Biotechnology,Healthcare
RDZN,Software - Application,Technology
TSQ,Advertising Agencies,Communication Services
PEW,Aerospace & Defense,Industrials
ZVIA,Beverages - Non-Alcoholic,Consumer Staples
SRFM,Airlines,Industrials
NRT,Oil & Gas Exploration & Production,Energy
ALIS,Shell Companies,Financials
LIDR,Software - Infrastructure,Technology
LONA,Biotechnology,Healthcare
AUBN,Banks - Regional,Financials
NEXM,Other Industrial Metals & Mining,Materials
YHNA,Shell Companies,Financials
FDSB,Banks - Regional,Financials
PYXS,Biotechnology,Healthcare
KG,Insurance - Reinsurance,Financials
SSTI,Software - Application,Technology
KZIA,Biotechnology,Healthcare
WRAP,Scientific & Technical Instruments,Technology
BVC,Software - Application,Technology
PYPD,Biotechnology,Healthcare
VACH,Shell Companies,Financials
VANI,Biotechnology,Healthcare
GOSS,Biotechnology,Healthcare
GCTS,Semiconductors,Technology
SIF,Aerospace & Defense,Industrials
DLHC,Specialty Business Services,Industrials
HCAT,Health Information Services,Healthcare
HPAI,Software - Infrastructure,Technology
APAC,Shell Companies,Financials
FVN,Shell Companies,Financials
OCC,Communication Equipment,Technology
FLNA,Other,-
MAYS,Real Estate Services,Real Estate
HIT,Software - Application,Technology
NCTY,Capital Markets,Financials
SIDU,Aerospace & Defense,Industrials
MIND,Scientific & Technical Instruments,Technology
BMHL,Capital Markets,Financials
WSTN,Shell Companies,Financials
CSBR,Biotechnology,Healthcare
UYSC,Shell Companies,Financials
MAIA,Biotechnology,Healthcare
INTG,Lodging,Consumer Discretionary
GNSS,Scientific & Technical Instruments,Technology
LSE,Oil & Gas Equipment & Services,Energy
PFX,Asset Management,Financials
CSPI,Information Technology Services,Technology
PBHC,Banks - Regional,Financials
CPHC,Resorts & Casinos,Consumer Discretionary
TMCI,Medical Devices,Healthcare
VGAS,Utilities - Renewable,Utilities
SGA,Broadcasting,Communication Services
SPAI,Aerospace & Defense,Industrials
NTIC,Specialty Chemicals,Materials
FLL,Resorts & Casinos,Consumer Discretionary
AARD,Biotechnology,Healthcare
SSEA,Shell Companies,Financials
XTNT,Medical Devices,Healthcare
NRXS,Biotechnology,Healthcare
SIEB,Capital Markets,Financials
BLNK,Engineering & Construction,Industrials
TGEN,Electrical Equipment & Parts,Industrials
ASPS,Real Estate Services,Real Estate
FNWB,Banks - Regional,Financials
CHGG,Education & Training Services,Consumer Staples
ZONE,Pollution & Treatment Controls,Industrials
BSAA,Shell Companies,Financials
NNBR,Conglomerates,Industrials
EXFY,Software - Application,Technology
PTHS,Biotechnology,Healthcare
COOK,"Furnishings, Fixtures & Appliances",Consumer Discretionary
ICG,Semiconductors,Technology
VRCA,Biotechnology,Healthcare
OPTT,Specialty Industrial Machinery,Industrials
SOGP,Internet Content & Information,Communication Services
WWR,Other Industrial Metals & Mining,Materials
HNNA,Asset Management,Financials
RSSS,Software - Application,Technology
QTI,Medical Devices,Healthcare
STEM,Utilities - Renewable,Utilities
NBRG,Shell Companies,Financials
NSPR,Medical Devices,Healthcare
SFWL,Integrated Freight & Logistics,Industrials
LAKE,Apparel Manufacturing,Consumer Discretionary
CING,Biotechnology,Healthcare
BDMD,Medical Devices,Healthcare
GCL,Electronic Gaming & Multimedia,Communication Services
XPL,Other Industrial Metals & Mining,Materials
PRPL,"Furnishings, Fixtures & Appliances",Consumer Discretionary
BPAC,Shell Companies,Financials
PARK,Medical Care Facilities,Healthcare
ATYR,Biotechnology,Healthcare
BODI,Internet Content & Information,Communication Services
IOR,Mortgage Finance,Financials
XCH,Specialty Industrial Machinery,Industrials
MXCT,Medical Devices,Healthcare
AISP,Software - Infrastructure,Technology
VIOT,"Furnishings, Fixtures & Appliances",Consumer Discretionary
ALOT,Computer Hardware,Technology
LNSR,Medical Devices,Healthcare
XTIA,Aerospace & Defense,Industrials
PLRX,Biotechnology,Healthcare
NRXP,Biotechnology,Healthcare
SERA,Medical Devices,Healthcare
SPRU,Solar,Technology
CPBI,Banks - Regional,Financials
GRCE,Biotechnology,Healthcare
CBAT,Electrical Equipment & Parts,Industrials
TORO,Oil & Gas Midstream,Energy
BKV,Oil & Gas Exploration & Production,Energy
HLP,Steel,Materials
BGSF,Staffing & Employment Services,Industrials
TISI,Specialty Business Services,Industrials
AEYE,Software - Application,Technology
ARBE,Scientific & Technical Instruments,Technology
GUTS,Biotechnology,Healthcare
INLF,Specialty Industrial Machinery,Industrials
KNDI,Recreational Vehicles,Consumer Discretionary
GANX,Biotechnology,Healthcare
MHH,Staffing & Employment Services,Industrials
PMVP,Biotechnology,Healthcare
PLCE,Apparel Manufacturing,Consumer Discretionary
UPXI,Internet Content & Information,Communication Services
AEI,Real Estate - Development,Real Estate
ACET,Biotechnology,Healthcare
GMM,Information Technology Services,Technology
XBIT,Biotechnology,Healthcare
GGR,Auto Manufacturers,Consumer Discretionary
CLST,Banks - Regional,Financials
NA,Semiconductors,Technology
UHG,Residential Construction,Consumer Discretionary
BRID,Packaged Foods,Consumer Staples
QMCO,Computer Hardware,Technology
GAIA,Entertainment,Communication Services
GECC,Asset Management,Financials
MNOV,Biotechnology,Healthcare
PMI,Medical Devices,Healthcare
FSI,Specialty Chemicals,Materials
WFCF,Specialty Business Services,Industrials
LGCL,Software - Application,Technology
MCHX,Advertising Agencies,Communication Services
FSP,REIT - Office,Real Estate
BYFC,Banks - Regional,Financials
GPMT,REIT - Mortgage,Real Estate
UFI,Textile Manufacturing,Consumer Discretionary
COEP,Biotechnology,Healthcare
DWTX,Biotechnology,Healthcare
SLND,Engineering & Construction,Industrials
HAO,Advertising Agencies,Communication Services
IFRX,Biotechnology,Healthcare
BYSI,Biotechnology,Healthcare
AURE,Capital Markets,Financials
LOOP,Specialty Chemicals,Materials
SNT,Security & Protection Services,Industrials
SYPR,Auto Parts,Consumer Discretionary
OM,Medical Devices,Healthcare
BTCS,Capital Markets,Financials
AIRG,Communication Equipment,Technology
AGIG,Utilities - Renewable,Utilities
ORIQ,Shell Companies,Financials
RFL,Real Estate Services,Real Estate
FLD,Capital Markets,Financials
OPAL,Utilities - Regulated Gas,Utilities
SRTS,Medical Devices,Healthcare
XGN,Diagnostics & Research,Healthcare
CGTX,Biotechnology,Healthcare
SOTK,Scientific & Technical Instruments,Technology
THCH,Restaurants,Consumer Discretionary
CPSH,Electronic Components,Technology
NTWO,Shell Companies,Financials
GRWG,Specialty Retail,Consumer Discretionary
FORA,Health Information Services,Healthcare
CCG,Internet Content & Information,Communication Services
SLSN,Household & Personal Products,Consumer Staples
CRT,Oil & Gas Exploration & Production,Energy
RIBB,Shell Companies,Financials
KSCP,Security & Protection Services,Industrials
OPHC,Banks - Regional,Financials
PCAP,Shell Companies,Financials
SVCC,Shell Companies,Financials
LFT,REIT - Mortgage,Real Estate
FTCI,Solar,Technology
VATE,Engineering & Construction,Industrials
AFCG,REIT - Mortgage,Real Estate
FNGR,Telecom Services,Communication Services
TZOO,Internet Content & Information,Communication Services
MOB,Aerospace & Defense,Industrials
LFS,Entertainment,Communication Services
VOC,Oil & Gas Exploration & Production,Energy
PVL,Oil & Gas Exploration & Production,Energy
IBO,Biotechnology,Healthcare
SLMT,Entertainment,Communication Services
GEG,Asset Management,Financials
ASRV,Banks - Regional,Financials
IBAC,Shell Companies,Financials
IBIO,Biotechnology,Healthcare
SLNH,Capital Markets,Financials
INDO,Oil & Gas Exploration & Production,Energy
TEAD,Internet Content & Information,Communication Services
HOUR,Internet Retail,Consumer Discretionary
IZEA,Internet Content & Information,Communication Services
EXOZ,Biotechnology,Healthcare
ATHE,Biotechnology,Healthcare
FSEA,Banks - Regional,Financials
BLNE,Mortgage Finance,Financials
RGS,Personal Services,Consumer Discretionary
NOMA,Leisure,Consumer Discretionary
AIRT,Conglomerates,Industrials
HOVR,Aerospace & Defense,Industrials
SEAT,Internet Content & Information,Communication Services
PODC,Internet Content & Information,Communication Services
DRIO,Health Information Services,Healthcare
DDC,Packaged Foods,Consumer Staples
DXR,Medical Instruments & Supplies,Healthcare
CYPH,Asset Management,Financials
ICCC,Biotechnology,Healthcare
VHC,Software - Infrastructure,Technology
AVD,Agricultural Inputs,Materials
CTM,Information Technology Services,Technology
HSPT,Shell Companies,Financials
MNY,Internet Content & Information,Communication Services
PRTS,Auto Parts,Consumer Discretionary
LVO,Entertainment,Communication Services
ELBM,Other Industrial Metals & Mining,Materials
YTRA,Travel Services,Consumer Discretionary
CAPN,Shell Companies,Financials
BDL,Restaurants,Consumer Discretionary
MYPS,Electronic Gaming & Multimedia,Communication Services
ANVS,Biotechnology,Healthcare
NXXT,Utilities - Renewable,Utilities
EDRY,Marine Shipping,Industrials
ZTEK,Medical Instruments & Supplies,Healthcare
KBSX,Steel,Materials
APWC,Electrical Equipment & Parts,Industrials
SELF,REIT - Specialty,Real Estate
DCGO,Medical Care Facilities,Healthcare
SJ,Internet Content & Information,Communication Services
NSTS,Banks - Regional,Financials
YIBO,Computer Hardware,Technology
TCRX,Biotechnology,Healthcare
ELTK,Electronic Components,Technology
HAIN,Packaged Foods,Consumer Staples
IMA,Biotechnology,Healthcare
GMHS,Electronic Gaming & Multimedia,Communication Services
CLNN,Packaged Foods,Consumer Staples
FSHP,Shell Companies,Financials
LFVN,Packaged Foods,Consumer Staples
KLXE,Oil & Gas Equipment & Services,Energy
STKS,Restaurants,Consumer Discretionary
USEG,Oil & Gas Exploration & Production,Energy
OKUR,Biotechnology,Healthcare
EURK,Shell Companies,Financials
FEAM,Specialty Chemicals,Materials
NDLS,Restaurants,Consumer Discretionary
YI,Medical Distribution,Healthcare
UEIC,Consumer Electronics,Technology
MDIA,Broadcasting,Communication Services
VHUB,Grocery Stores,Consumer Staples
EONR,Oil & Gas Exploration & Production,Energy
TGE,Asset Management,Financials
UCL,Telecom Services,Communication Services
HYFT,Biotechnology,Healthcare
AGH,Leisure,Consumer Discretionary
TIL,Biotechnology,Healthcare
CVU,Aerospace & Defense,Industrials
MREO,Biotechnology,Healthcare
ZOOZ,Specialty Retail,Consumer Discretionary
NAMI,Internet Content & Information,Communication Services
LPCN,Biotechnology,Healthcare
TRT,Semiconductor Equipment & Materials,Technology
PSIG,Integrated Freight & Logistics,Industrials
XBP,Software - Infrastructure,Technology
ENTX,Biotechnology,Healthcare
GPUS,Aerospace & Defense,Industrials
IMMP,Biotechnology,Healthcare
INKT,Biotechnology,Healthcare
HFBL,Banks - Regional,Financials
CATO,Apparel Retail,Consumer Discretionary
HTCO,Marine Shipping,Industrials
ACRV,Biotechnology,Healthcare
CDLX,Advertising Agencies,Communication Services
STG,Education & Training Services,Consumer Staples
GROV,Household & Personal Products,Consumer Staples
ACTU,Biotechnology,Healthcare
FRMM,Software - Application,Technology
RNXT,Biotechnology,Healthcare
LOAN,REIT - Mortgage,Real Estate
MATH,Capital Markets,Financials
CTNT,Integrated Freight & Logistics,Industrials
AVX,Asset Management,Financials
BCHT,Pollution & Treatment Controls,Industrials
COCH,Medical Devices,Healthcare
ALCY,Shell Companies,Financials
SCWO,Pollution & Treatment Controls,Industrials
GNS,Education & Training Services,Consumer Staples
MGX,Biotechnology,Healthcare
OSTX,Biotechnology,Healthcare
DSWL,Electronic Components,Technology
SDM,Advertising Agencies,Communication Services
LUNG,Medical Devices,Healthcare
AXIL,Consumer Electronics,Technology
SPWH,Specialty Retail,Consumer Discretionary
RADX,Biotechnology,Healthcare
BKHA,Shell Companies,Financials
AAME,Insurance - Life,Financials
HMR,Marine Shipping,Industrials
SCLX,Drug Manufacturers - General,Healthcare
EDSA,Biotechnology,Healthcare
TCBS,Banks - Regional,Financials
XLO,Biotechnology,Healthcare
MGLD,Asset Management,Financials
FFAI,Auto Manufacturers,Consumer Discretionary
RRGB,Restaurants,Consumer Discretionary
BHM,REIT - Residential,Real Estate
BRIA,Apparel Retail,Consumer Discretionary
PETS,Pharmaceutical Retailers,Healthcare
UBXG,Software - Infrastructure,Technology
BTMD,Medical Care Facilities,Healthcare
COLA,Shell Companies,Financials
ECOR,Medical Devices,Healthcare
LINK,Electronic Components,Technology
HGBL,Capital Markets,Financials
PLUT,Capital Markets,Financials
BRAG,Gambling,Consumer Discretionary
BOF,Packaged Foods,Consumer Staples
ARAY,Medical Devices,Healthcare
CNVS,Entertainment,Communication Services
SACH,REIT - Mortgage,Real Estate
NTRB,Biotechnology,Healthcare
XHG,Insurance Brokers,Financials
ESHA,Shell Companies,Financials
ACFN,Scientific & Technical Instruments,Technology
BEAT,Health Information Services,Healthcare
PN,Solar,Technology
DOMH,Capital Markets,Financials
SNBR,"Furnishings, Fixtures & Appliances",Consumer Discretionary
POAS,Medical Devices,Healthcare
OMEX,Other Industrial Metals & Mining,Materials
BWEN,Specialty Industrial Machinery,Industrials
CPIX,Drug Manufacturers - Specialty & Generic,Healthcare
STSS,Medical Instruments & Supplies,Healthcare
ELUT,Medical Devices,Healthcare
MDAI,Medical Devices,Healthcare
KZR,Biotechnology,Healthcare
WYY,Information Technology Services,Technology
BENF,Asset Management,Financials
PXS,Oil & Gas Midstream,Energy
PRPO,Diagnostics & Research,Healthcare
OTH,Auto & Truck Dealerships,Consumer Discretionary
LSTA,Biotechnology,Healthcare
AMPG,Communication Equipment,Technology
IXHL,Drug Manufacturers - Specialty & Generic,Healthcare
ONMD,Health Information Services,Healthcare
CTOR,Drug Manufacturers - Specialty & Generic,Healthcare
APT,Building Products & Equipment,Industrials
ESLA,Biotechnology,Healthcare
STI,Electrical Equipment & Parts,Industrials
GOCO,Insurance Brokers,Financials
HCHL,Restaurants,Consumer Discretionary
FKWL,Communication Equipment,Technology
REED,Beverages - Non-Alcoholic,Consumer Staples
KNRX,Software - Application,Technology
POCI,Medical Instruments & Supplies,Healthcare
WBX,Electronic Components,Technology
SORA,Luxury Goods,Consumer Discretionary
ELWT,Telecom Services,Communication Services
QETA,Shell Companies,Financials
RLYB,Biotechnology,Healthcare
AACG,Education & Training Services,Consumer Staples
RCT,Software - Application,Technology
MIRA,Drug Manufacturers - General,Healthcare
BRFH,Beverages - Non-Alcoholic,Consumer Staples
TELO,Biotechnology,Healthcare
ALAR,Software - Infrastructure,Technology
OFS,Asset Management,Financials
VIVO,Pharmaceuticals,Healthcare
SKBL,Engineering & Construction,Industrials
VTSI,Software - Application,Technology
JG,Software - Application,Technology
DUO,Real Estate Services,Real Estate
GLBS,Marine Shipping,Industrials
MAMO,Recreational Vehicles,Consumer Discretionary
AIB,Shell Companies,Financials
ALGS,Biotechnology,Healthcare
INCR,Drug Manufacturers - Specialty & Generic,Healthcare
RYM,Tobacco,Consumer Staples
LIVE,Home Improvement Retail,Consumer Discretionary
ATOS,Biotechnology,Healthcare
CNTY,Resorts & Casinos,Consumer Discretionary
SQNS,Semiconductors,Technology
DTSQ,Shell Companies,Financials
PRT,Oil & Gas Exploration & Production,Energy
BGL,Gold,Materials
LITS,Biotechnology,Healthcare
ZYBT,Drug Manufacturers - Specialty & Generic,Healthcare
NBY,Biotechnology,Healthcare
MBBC,Banks - Regional,Financials
EPOW,Electrical Equipment & Parts,Industrials
LGL,Scientific & Technical Instruments,Technology
EHTH,Insurance Brokers,Financials
MLGO,Software - Infrastructure,Technology
PSTV,Biotechnology,Healthcare
JAGU,Uranium,Energy
LITB,Internet Retail,Consumer Discretionary
ABVE,Packaged Foods,Consumer Staples
RDIB,Entertainment,Communication Services
MLCI,Asset Management,Financials
MOBX,Semiconductors,Technology
FNUC,Other Industrial Metals & Mining,Materials
NTWK,Software - Application,Technology
FTEK,Pollution & Treatment Controls,Industrials
UAVS,Computer Hardware,Technology
RDAC,Shell Companies,Financials
HOWL,Biotechnology,Healthcare
KWM,Entertainment,Communication Services
OAKU,Shell Companies,Financials
KMRK,Leisure,Consumer Discretionary
ATRA,Biotechnology,Healthcare
STRR,Conglomerates,Industrials
JFU,Information Technology Services,Technology
OESX,Electrical Equipment & Parts,Industrials
CTSO,Medical Devices,Healthcare
TAOX,Software - Infrastructure,Technology
NMTC,Medical Devices,Healthcare
TLPH,Drug Manufacturers - Specialty & Generic,Healthcare
APLM,Biotechnology,Healthcare
ZDGE,Internet Content & Information,Communication Services
WETO,Software - Infrastructure,Technology
SMXT,Solar,Technology
JRSH,Apparel Manufacturing,Consumer Discretionary
MRNO,Real Estate - Development,Real Estate
NCEW,Integrated Freight & Logistics,Industrials
MKZR,REIT - Diversified,Real Estate
PTN,Biotechnology,Healthcare
SCYX,Drug Manufacturers - Specialty & Generic,Healthcare
NTRP,Travel Services,Consumer Discretionary
YYAI,Software - Infrastructure,Technology
EKSO,Medical Instruments & Supplies,Healthcare
SPCB,Security & Protection Services,Industrials
SKLZ,Electronic Gaming & Multimedia,Communication Services
RAVE,Restaurants,Consumer Discretionary
RITR,Engineering & Construction,Industrials
NXTC,Biotechnology,Healthcare
RAND,Asset Management,Financials
ENGS,Waste Management,Industrials
PPSI,Electrical Equipment & Parts,Industrials
CSTE,Building Products & Equipment,Industrials
FGNX,Asset Management,Financials
CELU,Biotechnology,Healthcare
SRXH,Packaged Foods,Consumer Staples
LVLU,Apparel Retail,Consumer Discretionary
RMCO,Asset Management,Financials
ROLR,Gambling,Consumer Discretionary
SNSE,Biotechnology,Healthcare
CULP,Textile Manufacturing,Consumer Discretionary
CREX,Software - Application,Technology
IPWR,Semiconductors,Technology
SLGB,Integrated Freight & Logistics,Industrials
ONEG,Engineering & Construction,Industrials
RYET,Education & Training Services,Consumer Staples
SKIL,Education & Training Services,Consumer Staples
CVV,Specialty Industrial Machinery,Industrials
DTCX,Financial Data & Stock Exchanges,Financials
CRVO,Biotechnology,Healthcare
RMTI,Drug Manufacturers - Specialty & Generic,Healthcare
FUSE,Software - Application,Technology
BTAI,Drug Manufacturers - Specialty & Generic,Healthcare
KOSS,Consumer Electronics,Technology
STKE,Capital Markets,Financials
KFFB,Banks - Regional,Financials
BCG,Asset Management,Financials
KPLT,Software - Infrastructure,Technology
PHUN,Software - Application,Technology
VERU,Biotechnology,Healthcare
TACT,Computer Hardware,Technology
NTIP,Specialty Business Services,Industrials
TOON,Entertainment,Communication Services
ACCS,Advertising Agencies,Communication Services
WAVE,Utilities - Renewable,Utilities
NSYS,Medical Devices,Healthcare
SST,Specialty Business Services,Industrials
RNTX,Biotechnology,Healthcare
ASTI,Solar,Technology
BAYA,Shell Companies,Financials
AHMA,Travel Services,Consumer Discretionary
WPRT,Auto Parts,Consumer Discretionary
PLUR,Biotechnology,Healthcare
AIIO,Auto Manufacturers,Consumer Discretionary
INLX,Software - Application,Technology
FATN,Software - Infrastructure,Technology
ATNM,Biotechnology,Healthcare
SPHL,Residential Construction,Consumer Discretionary
WKEY,Semiconductors,Technology
OMH,Real Estate Services,Real Estate
GROW,Asset Management,Financials
PXLW,Semiconductors,Technology
GRML,Other Precious Metals & Mining,Materials
TPCS,Metal Fabrication,Industrials
TMDE,Oil & Gas Midstream,Energy
WATT,Communication Equipment,Technology
NTZ,"Furnishings, Fixtures & Appliances",Consumer Discretionary
LPSN,Software - Application,Technology
BOSC,Communication Equipment,Technology
USIO,Software - Infrastructure,Technology
AIFF,Software - Application,Technology
NAAS,Specialty Retail,Consumer Discretionary
PTLE,Specialty Retail,Consumer Discretionary
REFR,Electronic Components,Technology
NEPH,Medical Instruments & Supplies,Healthcare
ATHR,Software - Application,Technology
GWH,Electrical Equipment & Parts,Industrials
PFAI,Farm Products,Consumer Staples
ABLV,Specialty Retail,Consumer Discretionary
AIRE,Real Estate Services,Real Estate
PC,Specialty Business Services,Industrials
ICCM,Medical Devices,Healthcare
MDBH,Capital Markets,Financials
SWAG,Advertising Agencies,Communication Services
LASE,Specialty Industrial Machinery,Industrials
UG,Household & Personal Products,Consumer Staples
TURB,Solar,Technology
TELA,Medical Devices,Healthcare
SAGT,Software - Application,Technology
ANGH,Entertainment,Communication Services
FOXX,Consumer Electronics,Technology
BRLS,Packaged Foods,Consumer Staples
INMB,Biotechnology,Healthcare
TVRD,Biotechnology,Healthcare
PDSB,Biotechnology,Healthcare
OPAD,Real Estate Services,Real Estate
ZDAI,Engineering & Construction,Industrials
TLSA,Biotechnology,Healthcare
JSPR,Biotechnology,Healthcare
EVAX,Biotechnology,Healthcare
AEON,Biotechnology,Healthcare
TPET,Oil & Gas Exploration & Production,Energy
POM,Pharmaceutical Retailers,Healthcare
WKHS,Auto Manufacturers,Consumer Discretionary
KTCC,Computer Hardware,Technology
BLIV,Software - Application,Technology
GIFT,Internet Content & Information,Communication Services
WCT,Software - Application,Technology
MPU,Entertainment,Communication Services
HYPD,Biotechnology,Healthcare
FEMY,Medical Instruments & Supplies,Healthcare
NIXX,Staffing & Employment Services,Industrials
EUDA,Real Estate Services,Real Estate
INUV,Software - Application,Technology
CRWS,"Furnishings, Fixtures & Appliances",Consumer Discretionary
XCUR,Biotechnology,Healthcare
ICMB,Asset Management,Financials
AYTU,Drug Manufacturers - Specialty & Generic,Healthcare
YSXT,Specialty Business Services,Industrials
HOLO,Electronic Components,Technology
TOP,Capital Markets,Financials
JXG,Apparel Manufacturing,Consumer Discretionary
FARM,Packaged Foods,Consumer Staples
JOB,Staffing & Employment Services,Industrials
ARAI,Software - Infrastructure,Technology
ATCH,Capital Markets,Financials
CNF,Mortgage Finance,Financials
SUUN,Utilities - Renewable,Utilities
CLPS,Information Technology Services,Technology
ADGM,Medical Devices,Healthcare
QNTM,Biotechnology,Healthcare
BCTX,Biotechnology,Healthcare
CGTL,Specialty Retail,Consumer Discretionary
AWRE,Software - Application,Technology
LGVN,Biotechnology,Healthcare
FOFO,Consulting Services,Industrials
LIXT,Biotechnology,Healthcare
PMEC,Specialty Business Services,Industrials
MYO,Medical Devices,Healthcare
KYNB,Biotechnology,Healthcare
CCEL,Medical Care Facilities,Healthcare
VNCE,Apparel Manufacturing,Consumer Discretionary
DXLG,Apparel Retail,Consumer Discretionary
VNTG,Marine Shipping,Industrials
ZBAO,Insurance Brokers,Financials
VBIX,Internet Content & Information,Communication Services
BIRD,Apparel Retail,Consumer Discretionary
BEEM,Solar,Technology
BAFN,Banks - Regional,Financials
RYOJ,Consulting Services,Industrials
NSRX,Drug Manufacturers - General,Healthcare
CVM,Biotechnology,Healthcare
UFG,Marine Shipping,Industrials
CPOP,Entertainment,Communication Services
EQS,Asset Management,Financials
GRAN,Capital Markets,Financials
VEEA,Information Technology Services,Technology
PSQH,Software - Application,Technology
LSH,Integrated Freight & Logistics,Industrials
RDI,Entertainment,Communication Services
MAXN,Solar,Technology
ASPC,Shell Companies,Financials
DAIO,Electronic Components,Technology
